year,month,date,region,cause,deaths,farm_size_acres,avg_income_monthly
2006,5,2006-05-01,West,Poor Crop Growth,6,17.5,270
2006,5,2006-05-01,West,Malnutrition,4,7.0,201
2006,5,2006-05-01,West,Pesticide Exposure,4,7.0,309
2006,5,2006-05-01,West,Debt,4,13.6,104
2006,5,2006-05-01,West,Accident,3,10.4,148
2006,5,2006-05-01,West,Illness (Non-agri),4,7.6,174
2006,5,2006-05-01,West,Other,1,21.9,88
2006,5,2006-05-01,Central,Suicide,4,17.6,326
2006,5,2006-05-01,Central,Poor Crop Growth,3,8.6,162
2006,5,2006-05-01,Central,Malnutrition,3,16.5,75
2006,5,2006-05-01,Central,Pesticide Exposure,0,5.2,120
2006,5,2006-05-01,Central,Debt,3,4.7,288
2006,5,2006-05-01,Central,Accident,2,13.3,193
2006,5,2006-05-01,Central,Illness (Non-agri),1,7.8,232
2006,5,2006-05-01,Central,Other,3,12.7,203
2006,6,2006-06-01,North,Suicide,10,15.2,252
2006,6,2006-06-01,North,Poor Crop Growth,7,14.6,232
2006,6,2006-06-01,North,Malnutrition,4,18.5,54
2006,6,2006-06-01,North,Pesticide Exposure,3,4.7,115
2006,6,2006-06-01,North,Debt,4,10.0,182
2006,6,2006-06-01,North,Accident,1,16.0,114
2006,6,2006-06-01,North,Illness (Non-agri),2,14.7,132
2006,6,2006-06-01,North,Other,2,2.6,131
2006,6,2006-06-01,South,Suicide,4,10.3,262
2006,6,2006-06-01,South,Poor Crop Growth,2,10.4,133
2006,6,2006-06-01,South,Malnutrition,2,8.6,108
2006,6,2006-06-01,South,Pesticide Exposure,0,7.5,207
2006,6,2006-06-01,South,Debt,4,17.8,111
2006,6,2006-06-01,South,Accident,0,11.2,50
2006,6,2006-06-01,South,Illness (Non-agri),1,10.7,226
2006,6,2006-06-01,South,Other,1,6.6,168
2006,6,2006-06-01,East,Suicide,8,16.2,203
2006,6,2006-06-01,East,Poor Crop Growth,6,6.4,98
2006,6,2006-06-01,East,Malnutrition,2,5.1,163
2006,6,2006-06-01,East,Pesticide Exposure,2,14.3,57
2006,6,2006-06-01,East,Debt,3,10.2,183
2006,6,2006-06-01,East,Accident,1,2.6,139
2006,6,2006-06-01,East,Illness (Non-agri),2,9.0,258
2006,6,2006-06-01,East,Other,2,1.5,151
2006,6,2006-06-01,West,Suicide,4,12.2,244
2006,6,2006-06-01,West,Poor Crop Growth,3,9.3,207
2006,6,2006-06-01,West,Malnutrition,0,6.3,109
2006,6,2006-06-01,West,Pesticide Exposure,0,13.0,51
2006,6,2006-06-01,West,Debt,0,15.5,279
2006,6,2006-06-01,West,Accident,0,8.5,94
2006,6,2006-06-01,West,Illness (Non-agri),0,11.0,50
2006,6,2006-06-01,West,Other,1,15.9,125
2006,6,2006-06-01,Central,Suicide,4,8.0,91
2006,6,2006-06-01,Central,Poor Crop Growth,2,7.4,351
2006,6,2006-06-01,Central,Malnutrition,1,13.7,76
2006,6,2006-06-01,Central,Pesticide Exposure,2,9.1,70
2006,6,2006-06-01,Central,Debt,1,11.8,101
2006,6,2006-06-01,Central,Accident,2,9.7,265
2006,6,2006-06-01,Central,Illness (Non-agri),0,12.9,185
2006,6,2006-06-01,Central,Other,0,8.6,205
2006,7,2006-07-01,North,Suicide,6,12.3,237
2006,7,2006-07-01,North,Poor Crop Growth,4,2.5,129
2006,7,2006-07-01,North,Malnutrition,2,21.2,179
2006,7,2006-07-01,North,Pesticide Exposure,0,8.9,185
2006,7,2006-07-01,North,Debt,2,15.8,363
2006,7,2006-07-01,North,Accident,2,12.8,113
2006,7,2006-07-01,North,Illness (Non-agri),1,12.9,260
2006,7,2006-07-01,North,Other,0,10.7,130
2006,7,2006-07-01,South,Suicide,10,1.3,143
2006,7,2006-07-01,South,Poor Crop Growth,5,4.2,106
2006,7,2006-07-01,South,Malnutrition,4,8.7,96
2006,7,2006-07-01,South,Pesticide Exposure,3,8.0,166
2006,7,2006-07-01,South,Debt,3,4.3,108
2006,7,2006-07-01,South,Accident,1,10.1,200
2006,7,2006-07-01,South,Illness (Non-agri),2,7.8,50
2006,7,2006-07-01,South,Other,3,16.4,215
2006,7,2006-07-01,East,Suicide,8,10.7,117
2006,7,2006-07-01,East,Poor Crop Growth,4,14.0,195
2006,7,2006-07-01,East,Malnutrition,4,9.0,319
2006,7,2006-07-01,East,Pesticide Exposure,2,17.0,194
2006,7,2006-07-01,East,Debt,4,10.3,346
2006,7,2006-07-01,East,Accident,2,9.3,184
2006,7,2006-07-01,East,Illness (Non-agri),3,11.8,140
2006,7,2006-07-01,East,Other,4,8.6,290
2006,7,2006-07-01,West,Suicide,6,4.1,264
2006,7,2006-07-01,West,Poor Crop Growth,1,11.0,133
2006,7,2006-07-01,West,Malnutrition,3,11.0,287
2006,7,2006-07-01,West,Pesticide Exposure,3,2.6,213
2006,7,2006-07-01,West,Debt,4,8.2,220
2006,7,2006-07-01,West,Accident,2,10.0,171
2006,7,2006-07-01,West,Illness (Non-agri),2,9.8,172
2006,7,2006-07-01,West,Other,2,11.9,150
2006,7,2006-07-01,Central,Suicide,5,12.3,157
2006,7,2006-07-01,Central,Poor Crop Growth,3,5.3,169
2006,7,2006-07-01,Central,Malnutrition,4,11.7,85
2006,7,2006-07-01,Central,Pesticide Exposure,2,4.9,161
2006,7,2006-07-01,Central,Debt,2,14.5,202
2006,7,2006-07-01,Central,Accident,2,0.7,203
2006,7,2006-07-01,Central,Illness (Non-agri),2,6.9,74
2006,7,2006-07-01,Central,Other,0,21.5,357
2006,8,2006-08-01,North,Suicide,9,10.8,167
2006,8,2006-08-01,North,Poor Crop Growth,6,1.4,128
2006,8,2006-08-01,North,Malnutrition,3,3.4,225
2006,8,2006-08-01,North,Pesticide Exposure,0,20.5,158
2006,8,2006-08-01,North,Debt,2,12.6,202
2006,8,2006-08-01,North,Accident,0,7.8,144
2006,8,2006-08-01,North,Illness (Non-agri),2,13.7,224
2006,8,2006-08-01,North,Other,1,19.0,166
2006,8,2006-08-01,South,Suicide,9,11.8,162
2006,8,2006-08-01,South,Poor Crop Growth,7,16.2,196
2006,8,2006-08-01,South,Malnutrition,4,9.4,63
2006,8,2006-08-01,South,Pesticide Exposure,2,7.0,117
2006,8,2006-08-01,South,Debt,4,9.0,375
2006,8,2006-08-01,South,Accident,2,6.9,302
2006,8,2006-08-01,South,Illness (Non-agri),2,7.3,263
2006,8,2006-08-01,South,Other,2,13.7,318
2006,8,2006-08-01,East,Suicide,7,8.2,254
2006,8,2006-08-01,East,Poor Crop Growth,3,4.7,114
2006,8,2006-08-01,East,Malnutrition,2,5.9,280
2006,8,2006-08-01,East,Pesticide Exposure,1,8.2,245
2006,8,2006-08-01,East,Debt,2,18.2,175
2006,8,2006-08-01,East,Accident,0,9.8,191
2006,8,2006-08-01,East,Illness (Non-agri),1,7.8,131
2006,8,2006-08-01,East,Other,2,0.5,191
2006,8,2006-08-01,West,Suicide,11,10.2,159
2006,8,2006-08-01,West,Poor Crop Growth,5,1.8,172
2006,8,2006-08-01,West,Malnutrition,4,20.5,375
2006,8,2006-08-01,West,Pesticide Exposure,0,8.9,269
2006,8,2006-08-01,West,Debt,5,1.4,301
2006,8,2006-08-01,West,Accident,0,15.3,303
2006,8,2006-08-01,West,Illness (Non-agri),3,9.1,233
2006,8,2006-08-01,West,Other,0,14.3,176
2006,8,2006-08-01,Central,Suicide,2,16.7,196
2006,8,2006-08-01,Central,Poor Crop Growth,1,1.9,164
2006,8,2006-08-01,Central,Malnutrition,1,17.5,276
2006,8,2006-08-01,Central,Pesticide Exposure,0,13.8,126
2006,8,2006-08-01,Central,Debt,2,6.2,253
2006,8,2006-08-01,Central,Accident,0,9.4,103
2006,8,2006-08-01,Central,Illness (Non-agri),3,12.2,346
2006,8,2006-08-01,Central,Other,0,9.3,214
2006,9,2006-09-01,North,Suicide,5,9.3,166
2006,9,2006-09-01,North,Poor Crop Growth,2,11.3,143
2006,9,2006-09-01,North,Malnutrition,1,12.2,273
2006,9,2006-09-01,North,Pesticide Exposure,1,2.6,344
2006,9,2006-09-01,North,Debt,2,10.3,216
2006,9,2006-09-01,North,Accident,1,5.0,88
2006,9,2006-09-01,North,Illness (Non-agri),2,8.4,329
2006,9,2006-09-01,North,Other,0,13.5,334
2006,9,2006-09-01,South,Suicide,2,10.2,254
2006,9,2006-09-01,South,Poor Crop Growth,2,8.0,312
2006,9,2006-09-01,South,Malnutrition,1,0.5,238
2006,9,2006-09-01,South,Pesticide Exposure,1,12.1,288
2006,9,2006-09-01,South,Debt,2,2.3,157
2006,9,2006-09-01,South,Accident,2,19.8,198
2006,9,2006-09-01,South,Illness (Non-agri),1,5.4,219
2006,9,2006-09-01,South,Other,0,7.2,310
2006,9,2006-09-01,East,Suicide,8,14.8,323
2006,9,2006-09-01,East,Poor Crop Growth,2,13.7,235
2006,9,2006-09-01,East,Malnutrition,3,3.5,245
2006,9,2006-09-01,East,Pesticide Exposure,0,12.7,188
2006,9,2006-09-01,East,Debt,2,6.1,302
2006,9,2006-09-01,East,Accident,0,6.4,227
2006,9,2006-09-01,East,Illness (Non-agri),1,8.4,279
2006,9,2006-09-01,East,Other,0,12.3,208
2006,9,2006-09-01,West,Suicide,5,11.1,186
2006,9,2006-09-01,West,Poor Crop Growth,4,5.0,192
2006,9,2006-09-01,West,Malnutrition,0,14.5,208
2006,9,2006-09-01,West,Pesticide Exposure,2,7.1,264
2006,9,2006-09-01,West,Debt,3,10.9,137
2006,9,2006-09-01,West,Accident,1,23.3,50
2006,9,2006-09-01,West,Illness (Non-agri),1,1.2,207
2006,9,2006-09-01,West,Other,3,7.2,176
2006,9,2006-09-01,Central,Suicide,12,3.6,270
2006,9,2006-09-01,Central,Poor Crop Growth,7,17.7,249
2006,9,2006-09-01,Central,Malnutrition,6,12.7,180
2006,9,2006-09-01,Central,Pesticide Exposure,5,19.9,191
2006,9,2006-09-01,Central,Debt,6,6.6,271
2006,9,2006-09-01,Central,Accident,1,14.8,177
2006,9,2006-09-01,Central,Illness (Non-agri),2,6.8,257
2006,9,2006-09-01,Central,Other,4,8.5,242
2006,10,2006-10-01,North,Suicide,6,15.2,147
2006,10,2006-10-01,North,Poor Crop Growth,1,17.1,116
2006,10,2006-10-01,North,Malnutrition,1,19.5,262
2006,10,2006-10-01,North,Pesticide Exposure,1,9.7,110
2006,10,2006-10-01,North,Debt,2,1.4,218
2006,10,2006-10-01,North,Accident,2,7.7,255
2006,10,2006-10-01,North,Illness (Non-agri),1,9.2,193
2006,10,2006-10-01,North,Other,2,8.6,212
2006,10,2006-10-01,South,Suicide,7,0.5,155
2006,10,2006-10-01,South,Poor Crop Growth,4,5.6,106
2006,10,2006-10-01,South,Malnutrition,5,7.7,150
2006,10,2006-10-01,South,Pesticide Exposure,2,2.9,112
2006,10,2006-10-01,South,Debt,3,8.6,145
2006,10,2006-10-01,South,Accident,1,8.2,166
2006,10,2006-10-01,South,Illness (Non-agri),2,11.4,93
2006,10,2006-10-01,South,Other,0,12.8,103
2006,10,2006-10-01,East,Suicide,10,10.6,280
2006,10,2006-10-01,East,Poor Crop Growth,5,11.8,330
2006,10,2006-10-01,East,Malnutrition,4,10.2,201
2006,10,2006-10-01,East,Pesticide Exposure,2,9.6,202
2006,10,2006-10-01,East,Debt,2,5.2,102
2006,10,2006-10-01,East,Accident,4,20.7,263
2006,10,2006-10-01,East,Illness (Non-agri),3,7.8,442
2006,10,2006-10-01,East,Other,1,14.3,147
2006,10,2006-10-01,West,Suicide,2,16.8,292
2006,10,2006-10-01,West,Poor Crop Growth,1,7.1,70
2006,10,2006-10-01,West,Malnutrition,2,9.4,360
2006,10,2006-10-01,West,Pesticide Exposure,2,13.2,209
2006,10,2006-10-01,West,Debt,2,13.4,155
2006,10,2006-10-01,West,Accident,1,15.8,51
2006,10,2006-10-01,West,Illness (Non-agri),3,11.0,177
2006,10,2006-10-01,West,Other,0,4.4,199
2006,10,2006-10-01,Central,Suicide,11,7.9,205
2006,10,2006-10-01,Central,Poor Crop Growth,7,14.0,337
2006,10,2006-10-01,Central,Malnutrition,3,12.7,143
2006,10,2006-10-01,Central,Pesticide Exposure,3,11.3,299
2006,10,2006-10-01,Central,Debt,6,9.8,278
2006,10,2006-10-01,Central,Accident,3,1.9,181
2006,10,2006-10-01,Central,Illness (Non-agri),3,15.1,161
2006,10,2006-10-01,Central,Other,4,11.3,195
2006,11,2006-11-01,North,Suicide,6,9.8,126
2006,11,2006-11-01,North,Poor Crop Growth,2,8.5,204
2006,11,2006-11-01,North,Malnutrition,2,8.7,204
2006,11,2006-11-01,North,Pesticide Exposure,2,11.8,195
2006,11,2006-11-01,North,Debt,5,15.8,295
2006,11,2006-11-01,North,Accident,2,10.7,286
2006,11,2006-11-01,North,Illness (Non-agri),2,14.5,160
2006,11,2006-11-01,North,Other,2,8.5,202
2006,11,2006-11-01,South,Suicide,10,16.1,185
2006,11,2006-11-01,South,Poor Crop Growth,6,6.8,121
2006,11,2006-11-01,South,Malnutrition,3,15.6,171
2006,11,2006-11-01,South,Pesticide Exposure,2,3.7,183
2006,11,2006-11-01,South,Debt,3,7.1,225
2006,11,2006-11-01,South,Accident,1,7.9,332
2006,11,2006-11-01,South,Illness (Non-agri),3,14.4,237
2006,11,2006-11-01,South,Other,3,22.2,222
2006,11,2006-11-01,East,Suicide,11,8.4,247
2006,11,2006-11-01,East,Poor Crop Growth,6,1.2,179
2006,11,2006-11-01,East,Malnutrition,4,13.6,191
2006,11,2006-11-01,East,Pesticide Exposure,3,5.4,287
2006,11,2006-11-01,East,Debt,5,5.7,86
2006,11,2006-11-01,East,Accident,2,11.0,60
2006,11,2006-11-01,East,Illness (Non-agri),1,6.1,50
2006,11,2006-11-01,East,Other,2,13.2,197
2006,11,2006-11-01,West,Suicide,9,8.5,174
2006,11,2006-11-01,West,Poor Crop Growth,7,11.9,151
2006,11,2006-11-01,West,Malnutrition,4,4.8,201
2006,11,2006-11-01,West,Pesticide Exposure,3,13.5,398
2006,11,2006-11-01,West,Debt,3,9.8,223
2006,11,2006-11-01,West,Accident,2,13.4,251
2006,11,2006-11-01,West,Illness (Non-agri),1,13.0,283
2006,11,2006-11-01,West,Other,2,14.4,188
2006,11,2006-11-01,Central,Suicide,12,3.8,126
2006,11,2006-11-01,Central,Poor Crop Growth,7,18.8,182
2006,11,2006-11-01,Central,Malnutrition,3,9.2,64
2006,11,2006-11-01,Central,Pesticide Exposure,2,12.3,157
2006,11,2006-11-01,Central,Debt,4,11.5,99
2006,11,2006-11-01,Central,Accident,4,10.6,207
2006,11,2006-11-01,Central,Illness (Non-agri),4,17.1,50
2006,11,2006-11-01,Central,Other,2,8.6,90
2006,12,2006-12-01,North,Suicide,12,7.3,201
2006,12,2006-12-01,North,Poor Crop Growth,6,11.3,173
2006,12,2006-12-01,North,Malnutrition,4,11.4,172
2006,12,2006-12-01,North,Pesticide Exposure,3,16.1,182
2006,12,2006-12-01,North,Debt,5,12.0,203
2006,12,2006-12-01,North,Accident,3,11.7,199
2006,12,2006-12-01,North,Illness (Non-agri),2,9.1,183
2006,12,2006-12-01,North,Other,3,19.1,186
2006,12,2006-12-01,South,Suicide,5,6.7,188
2006,12,2006-12-01,South,Poor Crop Growth,2,7.3,153
2006,12,2006-12-01,South,Malnutrition,2,6.1,238
2006,12,2006-12-01,South,Pesticide Exposure,3,10.6,101
2006,12,2006-12-01,South,Debt,0,7.2,364
2006,12,2006-12-01,South,Accident,1,7.0,231
2006,12,2006-12-01,South,Illness (Non-agri),1,13.6,140
2006,12,2006-12-01,South,Other,2,9.4,155
2006,12,2006-12-01,East,Suicide,8,14.9,126
2006,12,2006-12-01,East,Poor Crop Growth,5,15.8,267
2006,12,2006-12-01,East,Malnutrition,4,11.8,50
2006,12,2006-12-01,East,Pesticide Exposure,3,5.7,432
2006,12,2006-12-01,East,Debt,6,12.7,249
2006,12,2006-12-01,East,Accident,2,11.7,225
2006,12,2006-12-01,East,Illness (Non-agri),1,3.5,192
2006,12,2006-12-01,East,Other,1,13.4,308
2006,12,2006-12-01,West,Suicide,8,15.3,335
2006,12,2006-12-01,West,Poor Crop Growth,3,15.3,95
2006,12,2006-12-01,West,Malnutrition,2,10.0,222
2006,12,2006-12-01,West,Pesticide Exposure,1,7.4,61
2006,12,2006-12-01,West,Debt,6,9.8,120
2006,12,2006-12-01,West,Accident,2,20.3,210
2006,12,2006-12-01,West,Illness (Non-agri),1,1.3,144
2006,12,2006-12-01,West,Other,2,3.0,190
2006,12,2006-12-01,Central,Suicide,1,12.4,269
2006,12,2006-12-01,Central,Poor Crop Growth,1,12.2,182
2006,12,2006-12-01,Central,Malnutrition,2,17.1,176
2006,12,2006-12-01,Central,Pesticide Exposure,3,9.4,320
2006,12,2006-12-01,Central,Debt,1,20.6,154
2006,12,2006-12-01,Central,Accident,0,19.1,145
2006,12,2006-12-01,Central,Illness (Non-agri),0,14.6,140
2006,12,2006-12-01,Central,Other,0,15.5,106
2007,1,2007-01-01,North,Suicide,8,13.8,219
2007,1,2007-01-01,North,Poor Crop Growth,6,8.2,162
2007,1,2007-01-01,North,Malnutrition,1,12.4,275
2007,1,2007-01-01,North,Pesticide Exposure,2,8.9,215
2007,1,2007-01-01,North,Debt,0,15.7,269
2007,1,2007-01-01,North,Accident,2,12.1,142
2007,1,2007-01-01,North,Illness (Non-agri),2,14.0,154
2007,1,2007-01-01,North,Other,1,9.7,298
2007,1,2007-01-01,South,Suicide,7,8.4,232
2007,1,2007-01-01,South,Poor Crop Growth,4,13.0,223
2007,1,2007-01-01,South,Malnutrition,2,15.2,194
2007,1,2007-01-01,South,Pesticide Exposure,3,19.8,188
2007,1,2007-01-01,South,Debt,4,7.6,169
2007,1,2007-01-01,South,Accident,5,14.4,319
2007,1,2007-01-01,South,Illness (Non-agri),1,10.3,290
2007,1,2007-01-01,South,Other,3,4.7,257
2007,1,2007-01-01,East,Suicide,4,8.5,181
2007,1,2007-01-01,East,Poor Crop Growth,4,12.7,105
2007,1,2007-01-01,East,Malnutrition,2,14.9,197
2007,1,2007-01-01,East,Pesticide Exposure,3,0.5,126
2007,1,2007-01-01,East,Debt,2,5.1,331
2007,1,2007-01-01,East,Accident,1,12.5,144
2007,1,2007-01-01,East,Illness (Non-agri),2,11.2,211
2007,1,2007-01-01,East,Other,0,9.9,50
2007,1,2007-01-01,West,Suicide,8,17.1,142
2007,1,2007-01-01,West,Poor Crop Growth,5,4.2,168
2007,1,2007-01-01,West,Malnutrition,3,12.4,120
2007,1,2007-01-01,West,Pesticide Exposure,1,15.0,105
2007,1,2007-01-01,West,Debt,3,3.3,267
2007,1,2007-01-01,West,Accident,0,12.3,75
2007,1,2007-01-01,West,Illness (Non-agri),2,7.1,160
2007,1,2007-01-01,West,Other,1,13.4,341
2007,1,2007-01-01,Central,Suicide,8,17.6,153
2007,1,2007-01-01,Central,Poor Crop Growth,3,7.2,50
2007,1,2007-01-01,Central,Malnutrition,3,14.8,253
2007,1,2007-01-01,Central,Pesticide Exposure,1,4.1,284
2007,1,2007-01-01,Central,Debt,4,4.7,110
2007,1,2007-01-01,Central,Accident,2,8.1,144
2007,1,2007-01-01,Central,Illness (Non-agri),1,17.7,105
2007,1,2007-01-01,Central,Other,1,12.0,235
2007,2,2007-02-01,North,Suicide,0,11.1,257
2007,2,2007-02-01,North,Poor Crop Growth,1,6.9,97
2007,2,2007-02-01,North,Malnutrition,2,4.8,169
2007,2,2007-02-01,North,Pesticide Exposure,1,4.1,298
2007,2,2007-02-01,North,Debt,2,5.7,154
2007,2,2007-02-01,North,Accident,0,14.9,189
2007,2,2007-02-01,North,Illness (Non-agri),0,14.1,360
2007,2,2007-02-01,North,Other,0,8.1,219
2007,2,2007-02-01,South,Suicide,8,8.0,185
2007,2,2007-02-01,South,Poor Crop Growth,4,16.3,276
2007,2,2007-02-01,South,Malnutrition,1,20.6,397
2007,2,2007-02-01,South,Pesticide Exposure,3,4.2,313
2007,2,2007-02-01,South,Debt,5,12.6,248
2007,2,2007-02-01,South,Accident,2,7.0,112
2007,2,2007-02-01,South,Illness (Non-agri),3,4.9,302
2007,2,2007-02-01,South,Other,1,16.8,175
2007,2,2007-02-01,East,Suicide,9,3.6,219
2007,2,2007-02-01,East,Poor Crop Growth,4,12.5,225
2007,2,2007-02-01,East,Malnutrition,4,7.3,189
2007,2,2007-02-01,East,Pesticide Exposure,2,9.5,205
2007,2,2007-02-01,East,Debt,5,5.4,61
2007,2,2007-02-01,East,Accident,1,11.9,134
2007,2,2007-02-01,East,Illness (Non-agri),2,7.6,142
2007,2,2007-02-01,East,Other,2,19.5,299
2007,2,2007-02-01,West,Suicide,5,5.5,272
2007,2,2007-02-01,West,Poor Crop Growth,3,16.4,245
2007,2,2007-02-01,West,Malnutrition,0,6.5,289
2007,2,2007-02-01,West,Pesticide Exposure,3,14.1,322
2007,2,2007-02-01,West,Debt,4,0.5,276
2007,2,2007-02-01,West,Accident,2,17.2,290
2007,2,2007-02-01,West,Illness (Non-agri),0,12.2,241
2007,2,2007-02-01,West,Other,1,10.1,331
2007,2,2007-02-01,Central,Suicide,11,8.9,229
2007,2,2007-02-01,Central,Poor Crop Growth,5,14.2,208
2007,2,2007-02-01,Central,Malnutrition,4,16.7,75
2007,2,2007-02-01,Central,Pesticide Exposure,3,15.5,165
2007,2,2007-02-01,Central,Debt,4,9.5,286
2007,2,2007-02-01,Central,Accident,4,14.4,254
2007,2,2007-02-01,Central,Illness (Non-agri),2,9.3,242
2007,2,2007-02-01,Central,Other,1,8.9,228
2007,3,2007-03-01,North,Suicide,6,9.9,224
2007,3,2007-03-01,North,Poor Crop Growth,2,7.0,69
2007,3,2007-03-01,North,Malnutrition,2,12.0,166
2007,3,2007-03-01,North,Pesticide Exposure,2,14.8,254
2007,3,2007-03-01,North,Debt,1,11.1,140
2007,3,2007-03-01,North,Accident,-1,10.7,159
2007,3,2007-03-01,North,Illness (Non-agri),0,6.3,218
2007,3,2007-03-01,North,Other,1,0.5,187
2007,3,2007-03-01,South,Suicide,13,5.4,259
2007,3,2007-03-01,South,Poor Crop Growth,7,4.2,54
2007,3,2007-03-01,South,Malnutrition,5,12.8,160
2007,3,2007-03-01,South,Pesticide Exposure,5,6.3,309
2007,3,2007-03-01,South,Debt,7,5.5,276
2007,3,2007-03-01,South,Accident,2,8.2,119
2007,3,2007-03-01,South,Illness (Non-agri),5,9.2,81
2007,3,2007-03-01,South,Other,3,0.8,241
2007,3,2007-03-01,East,Suicide,10,7.3,151
2007,3,2007-03-01,East,Poor Crop Growth,3,4.2,163
2007,3,2007-03-01,East,Malnutrition,1,9.0,273
2007,3,2007-03-01,East,Pesticide Exposure,0,3.3,115
2007,3,2007-03-01,East,Debt,6,8.7,192
2007,3,2007-03-01,East,Accident,3,7.3,258
2007,3,2007-03-01,East,Illness (Non-agri),2,3.0,208
2007,3,2007-03-01,East,Other,1,3.9,127
2007,3,2007-03-01,West,Suicide,6,12.3,275
2007,3,2007-03-01,West,Poor Crop Growth,3,3.6,192
2007,3,2007-03-01,West,Malnutrition,2,12.6,269
2007,3,2007-03-01,West,Pesticide Exposure,1,9.5,244
2007,3,2007-03-01,West,Debt,2,11.4,285
2007,3,2007-03-01,West,Accident,1,6.4,200
2007,3,2007-03-01,West,Illness (Non-agri),1,9.6,145
2007,3,2007-03-01,West,Other,0,11.4,204
2007,3,2007-03-01,Central,Suicide,2,12.2,77
2007,3,2007-03-01,Central,Poor Crop Growth,3,14.7,122
2007,3,2007-03-01,Central,Malnutrition,0,7.3,221
2007,3,2007-03-01,Central,Pesticide Exposure,0,7.5,323
2007,3,2007-03-01,Central,Debt,1,13.0,172
2007,3,2007-03-01,Central,Accident,1,0.5,196
2007,3,2007-03-01,Central,Illness (Non-agri),0,9.4,171
2007,3,2007-03-01,Central,Other,0,9.6,115
2007,4,2007-04-01,North,Suicide,10,18.1,130
2007,4,2007-04-01,North,Poor Crop Growth,7,3.7,342
2007,4,2007-04-01,North,Malnutrition,4,13.2,224
2007,4,2007-04-01,North,Pesticide Exposure,3,10.5,96
2007,4,2007-04-01,North,Debt,6,6.5,254
2007,4,2007-04-01,North,Accident,3,8.0,255
2007,4,2007-04-01,North,Illness (Non-agri),2,6.0,250
2007,4,2007-04-01,North,Other,2,6.8,241
2007,4,2007-04-01,South,Suicide,6,16.0,158
2007,4,2007-04-01,South,Poor Crop Growth,4,11.9,400
2007,4,2007-04-01,South,Malnutrition,2,20.0,168
2007,4,2007-04-01,South,Pesticide Exposure,4,2.4,260
2007,4,2007-04-01,South,Debt,4,13.5,111
2007,4,2007-04-01,South,Accident,2,6.2,307
2007,4,2007-04-01,South,Illness (Non-agri),2,18.2,152
2007,4,2007-04-01,South,Other,2,7.9,100
2007,4,2007-04-01,East,Suicide,10,3.6,270
2007,4,2007-04-01,East,Poor Crop Growth,6,3.4,171
2007,4,2007-04-01,East,Malnutrition,3,11.0,166
2007,4,2007-04-01,East,Pesticide Exposure,3,15.4,146
2007,4,2007-04-01,East,Debt,5,5.0,180
2007,4,2007-04-01,East,Accident,1,2.7,86
2007,4,2007-04-01,East,Illness (Non-agri),2,15.5,169
2007,4,2007-04-01,East,Other,2,11.3,274
2007,4,2007-04-01,West,Suicide,13,6.0,220
2007,4,2007-04-01,West,Poor Crop Growth,8,4.9,191
2007,4,2007-04-01,West,Malnutrition,6,14.1,263
2007,4,2007-04-01,West,Pesticide Exposure,6,16.7,206
2007,4,2007-04-01,West,Debt,4,6.0,91
2007,4,2007-04-01,West,Accident,2,10.4,114
2007,4,2007-04-01,West,Illness (Non-agri),4,7.5,253
2007,4,2007-04-01,West,Other,1,11.7,179
2007,4,2007-04-01,Central,Suicide,7,7.8,157
2007,4,2007-04-01,Central,Poor Crop Growth,3,7.3,212
2007,4,2007-04-01,Central,Malnutrition,1,21.1,175
2007,4,2007-04-01,Central,Pesticide Exposure,1,13.4,203
2007,4,2007-04-01,Central,Debt,1,15.4,306
2007,4,2007-04-01,Central,Accident,1,8.3,251
2007,4,2007-04-01,Central,Illness (Non-agri),0,12.0,280
2007,4,2007-04-01,Central,Other,1,1.7,222
2007,5,2007-05-01,North,Suicide,9,9.7,285
2007,5,2007-05-01,North,Poor Crop Growth,6,16.4,138
2007,5,2007-05-01,North,Malnutrition,3,13.6,285
2007,5,2007-05-01,North,Pesticide Exposure,2,7.3,319
2007,5,2007-05-01,North,Debt,2,16.0,161
2007,5,2007-05-01,North,Accident,1,9.4,204
2007,5,2007-05-01,North,Illness (Non-agri),4,17.0,238
2007,5,2007-05-01,North,Other,2,7.8,278
2007,5,2007-05-01,South,Suicide,5,6.1,255
2007,5,2007-05-01,South,Poor Crop Growth,5,2.7,134
2007,5,2007-05-01,South,Malnutrition,2,4.9,257
2007,5,2007-05-01,South,Pesticide Exposure,2,10.3,182
2007,5,2007-05-01,South,Debt,2,13.6,326
2007,5,2007-05-01,South,Accident,1,21.2,216
2007,5,2007-05-01,South,Illness (Non-agri),2,13.6,167
2007,5,2007-05-01,South,Other,2,8.9,200
2007,5,2007-05-01,East,Suicide,9,10.1,281
2007,5,2007-05-01,East,Poor Crop Growth,4,0.5,151
2007,5,2007-05-01,East,Malnutrition,2,14.5,220
2007,5,2007-05-01,East,Pesticide Exposure,0,11.9,276
2007,5,2007-05-01,East,Debt,4,19.9,169
2007,5,2007-05-01,East,Accident,2,8.1,361
2007,5,2007-05-01,East,Illness (Non-agri),2,13.5,200
2007,5,2007-05-01,East,Other,0,13.0,213
2007,5,2007-05-01,West,Suicide,6,5.9,169
2007,5,2007-05-01,West,Poor Crop Growth,3,11.8,198
2007,5,2007-05-01,West,Malnutrition,3,17.0,215
2007,5,2007-05-01,West,Pesticide Exposure,4,14.7,273
2007,5,2007-05-01,West,Debt,4,12.8,229
